voltage;INa, Ito, ICaL, IKr;IKs, IK1, INaCa, INaK;INab, ICab, IKb, IpCa;INalate,NA,NA,NA
;36.60344314575195;-0.15168192982673645,0.4261389970779419,-1.0392813682556152,0.26677563786506653;0.003006685758009553,0.00007390133396256715,-0.07867671549320221,0.19748301804065704;-0.0018844123696908355,-0.0005559663404710591,0.2869391441345215,0.00017763445794116706;-0.13455413281917572,0,0,0
;36.601219177246094;-0.15087324380874634,0.42403554916381836,-1.0391638278961182,0.26761847734451294;0.0030624307692050934,0.00007391739927697927,-0.07726254314184189,0.19748060405254364;-0.0018845477607101202,-0.0005560193676501513,0.2869260311126709,0.0001780129678081721;-0.13453343510627747,0,0,0
;36.59891891479492;-0.15010139346122742,0.4219568967819214,-1.0390032529830933,0.2684555947780609;0.0031186409760266542,0.00007393400301225483,-0.0758557841181755,0.19747796654701233;-0.0018846882740035653,-0.0005560748395510018,0.28691238164901733,0.00017838363419286907;-0.1345132440328598,0,0,0
;36.59654235839844;-0.14936469495296478,0.41990241408348083,-1.0388000011444092,0.2692871689796448;0.003175314050167799,0.00007395114516839385,-0.0744563490152359,0.19747526943683624;-0.0018848332110792398,-0.0005561327561736107,0.28689834475517273,0.00017874660261441022;-0.13449358940124512,0,0,0
;36.59408187866211;-0.1486615240573883,0.4178715646266937,-1.0385568141937256,0.27011317014694214;0.003232440212741494,0.00007396892760880291,-0.07306431978940964,0.19747258722782135;-0.0018849835032597184,-0.0005561935249716043,0.28688380122184753,0.00017910203314386308;-0.13447444140911102,0,0,0
;36.591548919677734;-0.14799027144908905,0.4158640205860138,-1.0382732152938843,0.2709336578845978;0.0032900264486670494,0.00007398725574603304,-0.07168084383010864,0.19746971130371094;-0.0018851379863917828,-0.0005562565638683736,0.2868688106536865,0.00017945004219654948;-0.13445575535297394,0,0,0
;36.58892822265625;-0.14734958112239838,0.4138790965080261,-1.0379520654678345,0.27174872159957886;0.003348070662468672,0.00007400620961561799,-0.0703040137887001,0.1974668651819229;-0.001885297941043973,-0.0005563223967328668,0.2868533134460449,0.00017979081894736737;-0.13443760573863983,0,0,0
;36.58622360229492;-0.14673802256584167,0.4119163453578949,-1.0375943183898926,0.27255839109420776;0.0034065749496221542,0.00007402571645798162,-0.06893666833639145,0.19746369123458862;-0.0018854629015550017,-0.0005563910235650837,0.2868373394012451,0.00018012449436355382;-0.13441996276378632,0,0,0
;36.58343505859375;-0.1461542695760727,0.40997540950775146,-1.037200689315796,0.27336281538009644;0.003465529065579176,0.00007404593634419143,-0.06757692992687225,0.19746071100234985;-0.0018856331007555127,-0.0005564623279497027,0.28682082891464233,0.00018045121396426111;-0.1344028264284134,0,0,0
;36.58055877685547;-0.14559707045555115,0.4080556035041809,-1.0367732048034668,0.27416184544563293;0.003524938365444541,0.00007406680379062891,-0.06622644513845444,0.19745752215385437;-0.001885808422230184,-0.0005565365427173674,0.28680384159088135,0.00018077113782055676;-0.13438621163368225,0,0,0
;36.57759475708008;-0.14506518840789795,0.406156450510025,-1.0363128185272217,0.27495571970939636;0.0035847960971295834,0.00007408812234643847,-0.06488414108753204,0.19745412468910217;-0.001885989448055625,-0.0005566134350374341,0.2867863178253174,0.00018108438234776258;-0.13437007367610931,0,0,0
;36.57454299926758;-0.14455750584602356,0.4042776823043823,-1.0358201265335083,0.27574440836906433;0.0036451115738600492,0.00007411026308545843,-0.06355104595422745,0.19745084643363953;-0.001886175712570548,-0.0005566932959482074,0.28676822781562805,0.00018139109306503087;-0.13435445725917816,0,0,0
;36.57139587402344;-0.14407293498516083,0.4024186432361603,-1.0352972745895386,0.276528000831604;0.0037058619782328606,0.00007413293496938422,-0.06222707778215408,0.19744715094566345;-0.0018863679142668843,-0.0005567761254496872,0.28674963116645813,0.00018169138638768345;-0.1343393474817276,0,0,0
;36.56815719604492;-0.14361043274402618,0.40057891607284546,-1.0347445011138916,0.27730658650398254;0.003767061047255993,0.00007415635627694428,-0.0609135627746582,0.19744360446929932;-0.0018865653546527028,-0.0005568618071265519,0.28673049807548523,0.0001819854078348726;-0.13432474434375763,0,0,0
;36.564823150634766;-0.14316900074481964,0.39875802397727966,-1.0341637134552002,0.2780801057815552;0.003828701563179493,0.00007418049062835053,-0.05960898473858833,0.19743967056274414;-0.0018867694307118654,-0.0005569507484324276,0.2867107689380646,0.00018227331747766584;-0.13431066274642944,0,0,0
;36.56139373779297;-0.1427476704120636,0.39695557951927185,-1.0335547924041748,0.2788487672805786;0.003890788881108165,0.00007420537440339103,-0.058313533663749695,0.1974358856678009;-0.0018869786290451884,-0.0005570424837060273,0.28669050335884094,0.00018255517352372408;-0.13429705798625946,0,0,0
;36.557865142822266;-0.14234559237957,0.3951711058616638,-1.0329201221466064,0.2796124815940857;0.0039533209055662155,0.00007423087663482875,-0.05702820420265198,0.19743187725543976;-0.001887194230221212,-0.000557137478608638,0.2866695821285248,0.0001828311214921996;-0.13428397476673126,0,0,0
;36.55424118041992;-0.14196182787418365,0.39340418577194214,-1.0322599411010742,0.2803712785243988;0.0040162913501262665,0.00007425701915053651,-0.05575282499194145,0.19742760062217712;-0.0018874156521633267,-0.0005572355585172772,0.286648154258728,0.00018310133600607514;-0.13427136838436127,0,0,0
;36.55051803588867;-0.14159561693668365,0.39165446162223816,-1.0315752029418945,0.28112536668777466;0.004079698584973812,0.00007428390381392092,-0.05448862537741661,0.19742336869239807;-0.0018876431277021766,-0.0005573366652242839,0.2866261303424835,0.00018336584616918117;-0.13425926864147186,0,0,0
;36.546695709228516;-0.14124614000320435,0.38992151618003845,-1.0308666229248047,0.28187477588653564;0.004143539350479841,0.00007431162521243095,-0.05323417857289314,0.19741889834403992;-0.0018878764240071177,-0.0005574410315603018,0.28660354018211365,0.00018362484115641564;-0.13424764573574066,0,0,0
;36.54277038574219;-0.14091268181800842,0.3882048726081848,-1.030135989189148,0.2826193869113922;0.004207813646644354,0.00007434008148266003,-0.051990438252687454,0.19741451740264893;-0.0018881165888160467,-0.0005575487157329917,0.28658029437065125,0.00018387840827926993;-0.13423652946949005,0,0,0
;36.53873825073242;-0.1405945122241974,0.38650423288345337,-1.0293837785720825,0.28335943818092346;0.004272518679499626,0.0000743692580726929,-0.050756700336933136,0.19740979373455048;-0.0018883628072217107,-0.0005576596013270319,0.2865564525127411,0.00018412660574540496;-0.13422590494155884,0,0,0
;36.53460693359375;-0.14029091596603394,0.3848191201686859,-1.0286104679107666,0.28409478068351746;0.00433764886111021,0.0000743991622584872,-0.04953387379646301,0.19740521907806396;-0.0018886147299781442,-0.0005577737465500832,0.2865320146083832,0.00018436962272971869;-0.13421572744846344,0,0,0
;36.53037643432617;-0.14000126719474792,0.38314929604530334,-1.0278165340423584,0.2848256528377533;0.004403213504701853,0.00007442983041983098,-0.048322033137083054,0.19740024209022522;-0.0018888735212385654,-0.000557890918571502,0.2865069508552551,0.00018460753199178725;-0.13420602679252625,0,0,0
;36.526039123535156;-0.1397249400615692,0.3814943730831146,-1.0270036458969116,0.28555193543434143;0.004469210747629404,0.00007446121162502095,-0.047120869159698486,0.19739533960819244;-0.0018891385989263654,-0.0005580116412602365,0.2864813208580017,0.00018484042084310204;-0.13419678807258606,0,0,0
;36.52159118652344;-0.13946138322353363,0.3798538148403168,-1.0261722803115845,0.28627386689186096;0.00453562755137682,0.00007449353870470077,-0.04593111202120781,0.19739021360874176;-0.0018894103122875094,-0.0005581355653703213,0.2864550054073334,0.00018506840569898486;-0.13418804109096527,0,0,0
;36.51704025268555;-0.13920998573303223,0.3782275319099426,-1.0253230333328247,0.2869913876056671;0.004602473694831133,0.00007452660065609962,-0.044752269983291626,0.19738483428955078;-0.0018896887777373195,-0.000558262865524739,0.2864280939102173,0.00018529161752667278;-0.1341797560453415,0,0,0
;36.51238250732422;-0.13897019624710083,0.376615047454834,-1.0244569778442383,0.2877044975757599;0.004669731017202139,0.0000745604993426241,-0.043585482984781265,0.19737957417964935;-0.0018899731803685427,-0.0005583935417234898,0.2864004969596863,0.0001855101145338267;-0.13417191803455353,0,0,0
;36.50762176513672;-0.13874152302742004,0.37501612305641174,-1.0235742330551147,0.28841331601142883;0.0047374083660542965,0.00007459503831341863,-0.04242914170026779,0.19737419486045837;-0.0018902639858424664,-0.0005585274775512516,0.2863723635673523,0.00018572399858385324;-0.13416451215744019,0,0,0
;36.50275421142578;-0.13852345943450928,0.3734303116798401,-1.02267587184906,0.28911781311035156;0.004805510398000479,0.00007463031215593219,-0.0412842333316803,0.19736865162849426;-0.0018905617762356997,-0.0005586647312156856,0.2863435447216034,0.00018593335698824376;-0.13415756821632385,0,0,0
;36.497779846191406;-0.13831554353237152,0.37185758352279663,-1.0217620134353638,0.2898179888725281;0.004874026402831078,0.00007466643728548661,-0.040151167660951614,0.19736289978027344;-0.0018908657366409898,-0.0005588053027167916,0.28631410002708435,0.00018613827705848962;-0.13415105640888214,0,0,0
;36.49269485473633;-0.13811735808849335,0.370297372341156,-1.0208343267440796,0.2905140519142151;0.00494295684620738,0.00007470347918570042,-0.0390290766954422,0.19735707342624664;-0.0018911764491349459,-0.0005589495413005352,0.2862839996814728,0.00018633891886565834;-0.13414500653743744,0,0,0
;36.48749542236328;-0.13792841136455536,0.36874958872795105,-1.019892930984497,0.2912060022354126;0.005012307316064835,0.0000747412777855061,-0.03791893646121025,0.1973510980606079;-0.0018914943793788552,-0.0005590972141362727,0.2862532138824463,0.0001865352678578347;-0.13413937389850616,0,0,0
;36.48219680786133;-0.13774831593036652,0.36721381545066833,-1.0189380645751953,0.29189378023147583;0.005082072224467993,0.00007477991312043741,-0.03682102635502815,0.19734516739845276;-0.0018918183632194996,-0.0005592480301856995,0.28622186183929443,0.00018672745500225574;-0.13413414359092712,0,0,0
;36.47679138183594;-0.13757668435573578,0.3656899034976959,-1.0179702043533325,0.29257744550704956;0.005152236670255661,0.00007481921784346923,-0.03573371469974518,0.19733893871307373;-0.0018921487499028444,-0.0005594022804871202,0.28618988394737244,0.0001869155530584976;-0.1341293305158615,0,0,0
;36.47127151489258;-0.1374131441116333,0.3641774356365204,-1.0169906616210938,0.2932571470737457;0.005222789943218231,0.00007485943206120282,-0.03465823456645012,0.19733257591724396;-0.0018924865871667862,-0.0005595600232481956,0.28615719079971313,0.00018709967844188213;-0.13412494957447052,0,0,0
;36.46564865112305;-0.13725732266902924,0.36267635226249695,-1.0159993171691895,0.29393270611763;0.005293757189065218,0.0000749004102544859,-0.033595334738492966,0.19732604920864105;-0.0018928303616121411,-0.0005597210838459432,0.28612393140792847,0.00018727986025623977;-0.13412094116210938,0,0,0
;36.459922790527344;-0.13710886240005493,0.36118632555007935,-1.0149964094161987,0.2946043610572815;0.005365131888538599,0.00007494224701076746,-0.03254364803433418,0.19731956720352173;-0.0018931805389001966,-0.0005598854040727019,0.28609001636505127,0.00018745622946880758;-0.13411730527877808,0,0,0
;36.45408630371094;-0.1369674652814865,0.35970714688301086,-1.0139830112457275,0.2952721118927002;0.005436892621219158,0.00007498472405131906,-0.03150337189435959,0.1973128318786621;-0.0018935378175228834,-0.0005600531585514545,0.2860555052757263,0.000187628815183416;-0.134114071726799,0,0,0
;36.44813919067383;-0.13683278858661652,0.35823854804039,-1.0129598379135132,0.2959359586238861;0.005509062670171261,0.00007502814696636051,-0.030475283041596413,0.1973060667514801;-0.001893901382572949,-0.000560224347282201,0.2860202491283417,0.00018779774836730212;-0.1341111958026886,0,0,0
;36.44208526611328;-0.13670459389686584,0.3567803204059601,-1.0119267702102661,0.296595960855484;0.0055816275998950005,0.00007507232658099383,-0.029459083452820778,0.19729915261268616;-0.0018942718161270022,-0.0005603989120572805,0.28598442673683167,0.00018796304357238114;-0.13410872220993042,0,0,0
;36.4359245300293;-0.13658252358436584,0.3553323447704315,-1.0108847618103027,0.2972521483898163;0.005654586013406515,0.00007511736475862563,-0.02845454402267933,0.19729207456111908;-0.0018946485361084342,-0.000560576852876693,0.2859479486942291,0.00018812478811014444;-0.1341065764427185,0,0,0
;36.42966079711914;-0.13646633923053741,0.35389432311058044,-1.0098333358764648,0.29790449142456055;0.00572795607149601,0.0000751632614992559,-0.027461405843496323,0.19728493690490723;-0.001895032124593854,-0.0005607581697404385,0.28591084480285645,0.00018828306929208338;-0.13410478830337524,0,0,0
;36.42329025268555;-0.13635578751564026,0.35246604681015015,-1.008773684501648,0.2985530495643616;0.005801718682050705,0.00007520981307607144,-0.026480702683329582,0.19727768003940582;-0.0018954221159219742,-0.0005609426298178732,0.285873144865036,0.00018843795987777412;-0.13410335779190063,0,0,0
;36.41680908203125;-0.1362506002187729,0.3510475754737854,-1.0077062845230103,0.2991980016231537;0.0058758617378771305,0.00007525723776780069,-0.025511901825666428,0.1972702443599701;-0.001895818510092795,-0.0005611306987702847,0.28583475947380066,0.00018858951807487756;-0.1341022551059723,0,0,0
;36.410221099853516;-0.1361505538225174,0.3496383726596832,-1.0066311359405518,0.2998392879962921;0.005950399674475193,0.00007530559378210455,-0.02455396018922329,0.1972627192735672;-0.001896222005598247,-0.000561322143767029,0.2857957184314728,0.00018873780209105462;-0.1341014951467514,0,0,0
;36.403533935546875;-0.13605540990829468,0.348238468170166,-1.0055484771728516,0.3004767894744873;0.006025330629199743,0.00007535453914897516,-0.023608187213540077,0.19725506007671356;-0.0018966313218697906,-0.00056151655735448,0.2857561409473419,0.0001888829137897119;-0.13410106301307678,0,0,0
;36.396732330322266;-0.13596494495868683,0.34684762358665466,-1.0044597387313843,0.30111080408096313;0.0061006443575024605,0.000075404423114378,-0.022673986852169037,0.1972472220659256;-0.0018970476230606437,-0.0005617146962322295,0.28571584820747375,0.0001890248677227646;-0.13410092890262604,0,0,0
;36.389827728271484;-0.13587899506092072,0.3454657793045044,-1.0033639669418335,0.30174121260643005;0.006176348309963942,0.00007545508560724556,-0.021752258762717247,0.1972392499446869;-0.001897470559924841,-0.0005619160947389901,0.28567495942115784,0.0001891637803055346;-0.13410115242004395,0,0,0
;36.38282012939453;-0.13579730689525604,0.3440927565097809,-1.002261996269226,0.3023681044578552;0.006252432707697153,0.00007550652662757784,-0.020841358229517937,0.19723114371299744;-0.0018978997832164168,-0.0005621207528747618,0.2856334447860718,0.00018929963698610663;-0.13410164415836334,0,0,0
;36.375709533691406;-0.1357196867465973,0.34272831678390503,-1.0011540651321411,0.30299142003059387;0.00632889661937952,0.00007555872434750199,-0.01994234137237072,0.1972230225801468;-0.0018983351765200496,-0.0005623285542242229,0.28559133410453796,0.00018943255417980254;-0.13410241901874542,0,0,0
;36.368492126464844;-0.1356460005044937,0.34137243032455444,-1.0000407695770264,0.30361130833625793;0.00640573725104332,0.00007561198435723782,-0.019055644050240517,0.1972145438194275;-0.0018987770890817046,-0.0005625399062409997,0.2855485677719116,0.00018956259009428322;-0.13410350680351257,0,0,0
;36.36117172241211;-0.1355760246515274,0.34002482891082764,-0.9989221692085266,0.30422770977020264;0.0064829629845917225,0.00007566573185613379,-0.01817942038178444,0.19720622897148132;-0.0018992257537320256,-0.0005627544014714658,0.2855052053928375,0.00018968978838529438;-0.13410483300685883,0,0,0
;36.35375213623047;-0.13550961017608643,0.338685542345047,-0.9977983236312866,0.30484065413475037;0.006560560781508684,0.00007572044705739245,-0.017315039411187172,0.1971975862979889;-0.001899680239148438,-0.0005629719817079604,0.28546127676963806,0.00018981420726049691;-0.13410644233226776,0,0,0
;36.346229553222656;-0.13544659316539764,0.3373543918132782,-0.9966700673103333,0.3054501712322235;0.006638532970100641,0.00007577575888717547,-0.016462169587612152,0.19718903303146362;-0.0019001413602381945,-0.0005631929379887879,0.2854166626930237,0.00018993590492755175;-0.134108304977417,0,0,0
;36.338600158691406;-0.13538682460784912,0.3360311985015869,-0.9955375790596008,0.3060564696788788;0.006716882809996605,0.0000758320456952788,-0.015621006488800049,0.19718003273010254;-0.001900609117001295,-0.0005634172703139484,0.28537148237228394,0.00019005491049028933;-0.13411040604114532,0,0,0
;36.33087158203125;-0.1353301852941513,0.334715873003006,-0.994400680065155,0.3066593408584595;0.006795594468712807,0.0000758891983423382,-0.014789975248277187,0.19717110693454742;-0.0019010825781151652,-0.0005636447458527982,0.28532564640045166,0.00019017128215637058;-0.13411279022693634,0,0,0
;36.32304382324219;-0.13527648150920868,0.3334084153175354,-0.9932594299316406,0.3072589635848999;0.006874667946249247,0.00007594694761792198,-0.013971507549285889,0.19716204702854156;-0.0019015625584870577,-0.0005638752481900156,0.2852792739868164,0.00019028510723728687;-0.13411536812782288,0,0,0
;36.31511688232422;-0.13522565364837646,0.3321085572242737,-0.9921149611473083,0.3078552782535553;0.00695412140339613,0.00007600567914778367,-0.013163303025066853,0.19715289771556854;-0.001902048708871007,-0.0005641091265715659,0.2852323055267334,0.00019039641483686864;-0.1341182142496109,0,0,0
;36.307090759277344;-0.13517749309539795,0.3308163285255432,-0.9909662008285522,0.30844834446907043;0.007033925037831068,0.0000760650000302121,-0.012366598471999168,0.19714368879795074;-0.0019025407964363694,-0.0005643458571285009,0.28518474102020264,0.00019050523405894637;-0.13412125408649445,0,0,0
;36.29896545410156;-0.13513189554214478,0.32953161001205444,-0.9898149967193604,0.3090382218360901;0.00711411377415061,0.00007612510671606287,-0.011581353843212128,0.197134330868721;-0.0019030391704291105,-0.000564585963729769,0.2851365804672241,0.00019061166676692665;-0.1341244876384735,0,0,0
;36.290740966796875;-0.13508878648281097,0.32825422286987305,-0.9886605143547058,0.30962491035461426;0.007194650359451771,0.00007618602103320882,-0.010806698352098465,0.19712477922439575;-0.0019035431323572993,-0.0005648291553370655,0.28508782386779785,0.000190715683856979;-0.13412795960903168,0,0,0
;36.28241729736328;-0.135048046708107,0.32698413729667664,-0.9875033497810364,0.31020841002464294;0.00727555388584733,0.00007624772115377709,-0.010043124668300152,0.19711527228355408;-0.001904053846374154,-0.0005650754901580513,0.2850385010242462,0.0001908174017444253;-0.13413162529468536,0,0,0
;36.27399826049805;-0.1350095272064209,0.3257213532924652,-0.986343502998352,0.3107887804508209;0.007356822956353426,0.0000763102070777677,-0.009290752001106739,0.19710548222064972;-0.001904570497572422,-0.0005653248517774045,0.2849885821342468,0.00019091684953309596;-0.13413546979427338,0,0,0
;36.265480041503906;-0.13497315347194672,0.32446569204330444,-0.985181450843811,0.31136614084243774;0.007438440341502428,0.0000763734060456045,-0.008548658341169357,0.19709573686122894;-0.0019050929695367813,-0.0005655774148181081,0.2849380671977997,0.000191014027222991;-0.13413949310779572,0,0,0
;36.256866455078125;-0.1349388211965561,0.32321712374687195,-0.9840176105499268,0.31194034218788147;0.00752042094245553,0.00007643749995622784,-0.007817637175321579,0.19708575308322906;-0.0019056213786825538,-0.0005658331210725009,0.2848869860172272,0.000191109036677517;-0.1341436803340912,0,0,0
;36.2481575012207;-0.13490645587444305,0.321975439786911,-0.9828512668609619,0.31251150369644165;0.007602740079164505,0.00007650239422218874,-0.007096940651535988,0.19707563519477844;-0.0019061557250097394,-0.0005660916795022786,0.2848353385925293,0.00019120187789667398;-0.13414806127548218,0,0,0
;36.239356994628906;-0.13487589359283447,0.32074084877967834,-0.9816826581954956,0.3130796253681183;0.00768541032448411,0.00007656779780518264,-0.006386460270732641,0.19706563651561737;-0.0019066960085183382,-0.0005663533229380846,0.28478315472602844,0.00019129259453620762;-0.13415254652500153,0,0,0
;36.23046112060547;-0.13484714925289154,0.31951314210891724,-0.9805132746696472,0.31364476680755615;0.007768440060317516,0.00007663420547032729,-0.005687299184501171,0.1970553696155548;-0.0019072421127930284,-0.00056661810958758,0.2847304046154022,0.00019138127390760928;-0.1341572254896164,0,0,0
;36.221473693847656;-0.1348201185464859,0.31829217076301575,-0.9793419241905212,0.31420692801475525;0.00785180926322937,0.00007670112972846255,-0.004997892305254936,0.19704502820968628;-0.001907793921418488,-0.0005668856319971383,0.28467708826065063,0.0001914679305627942;-0.1341620683670044,0,0,0
;36.2123908996582;-0.1347947120666504,0.31707796454429626,-0.9781690239906311,0.31476616859436035;0.00793552678078413,0.00007676905079279095,-0.004318938124924898,0.1970345377922058;-0.001908351550810039,-0.000567156239412725,0.2846232056617737,0.0001915525645017624;-0.13416704535484314,0,0,0
;36.20321273803711;-0.13477082550525665,0.3158704936504364,-0.976995587348938,0.31532254815101624;0.008019588887691498,0.00007683759031351656,-0.003650579834356904,0.19702397286891937;-0.0019089153502136469,-0.0005674301064573228,0.28456875681877136,0.00019163529213983566;-0.13417215645313263,0,0,0
;36.193946838378906;-0.13474838435649872,0.314669668674469,-0.9758203625679016,0.31587594747543335;0.008103993721306324,0.00007690685015404597,-0.002991607179865241,0.19701318442821503;-0.0019094842718914151,-0.0005677065346390009,0.28451383113861084,0.00019171606982126832;-0.13417735695838928,0,0,0
;36.184593200683594;-0.134727343916893,0.31347545981407166,-0.9746444821357727,0.31642648577690125;0.008188742212951183,0.00007697692490182817,-0.002342885360121727,0.19700251519680023;-0.0019100584322586656,-0.0005679860478267074,0.28445833921432495,0.00019179498485755175;-0.13418267667293549,0,0,0
;36.175148010253906;-0.13470765948295593,0.3122878074645996,-0.9734675884246826,0.3169741928577423;0.008273814804852009,0.00007704761083004996,-0.0017041118117049336,0.19699160754680634;-0.0019106392282992601,-0.0005682683549821377,0.2844022810459137,0.00019187202269677073;-0.13418813049793243,0,0,0
;36.165611267089844;-0.13468919694423676,0.3111066520214081,-0.9722902178764343,0.31751909852027893;0.008359243161976337,0.00007711922808084637,-0.0010752960806712508,0.19698068499565125;-0.0019112250301986933,-0.0005685536889359355,0.28434574604034424,0.00019194728520233184;-0.13419365882873535,0,0,0
;36.15599060058594;-0.13467200100421906,0.3099319040775299,-0.9711120128631592,0.3180612027645111;0.00844499934464693,0.000077191369200591,-0.0004561529203783721,0.19696959853172302;-0.0019118161872029305,-0.0005688417004421353,0.284288614988327,0.00019202075782231987;-0.134199321269989,0,0,0
;36.146278381347656;-0.1346559375524521,0.3087635636329651,-0.9699340462684631,0.3186005651950836;0.00853109173476696,0.00007726424519205466,0.00015383993741124868,0.19695837795734406;-0.0019124133978039026,-0.0005691327969543636,0.2842310070991516,0.00019209249876439571;-0.13420507311820984,0,0,0
;36.136478424072266;-0.13464096188545227,0.3076016902923584,-0.9687550067901611,0.3191371560096741;0.008617511950433254,0.00007733803795417771,0.0007533772732131183,0.1969471275806427;-0.0019130156142637134,-0.0005694265710189939,0.28417283296585083,0.0001921625662362203;-0.13421088457107544,0,0,0
;36.12659454345703;-0.13462704420089722,0.3064460754394531,-0.967576265335083,0.31967097520828247;0.008704261854290962,0.0000774122672737576,0.0013431768165901303,0.1969357281923294;-0.0019136231858283281,-0.0005697231972590089,0.28411415219306946,0.00019223091658204794;-0.1342168003320694,0,0,0
;36.11662292480469;-0.13461408019065857,0.30529680848121643,-0.9663971066474915,0.32020214200019836;0.008791336789727211,0.00007748742791591212,0.0019247918389737606,0.19692419469356537;-0.001914236810989678,-0.0005700226174667478,0.2840549647808075,0.00019229765166528523;-0.13422276079654694,0,0,0
;36.106563568115234;-0.1346021294593811,0.30415380001068115,-0.9652180671691895,0.32073071599006653;0.00887874886393547,0.00007756332342978567,0.0024965519551187754,0.1969127506017685;-0.001914854976348579,-0.0005703248898498714,0.28399527072906494,0.00019236275693401694;-0.13422884047031403,0,0,0
;36.0964241027832;-0.1345910131931305,0.3030169904232025,-0.9640390872955322,0.32125648856163025;0.008966480381786823,0.00007763986650388688,0.0030590672977268696,0.1969010978937149;-0.0019154788460582495,-0.0005706299562007189,0.2839350402355194,0.00019242627604398876;-0.1342349350452423,0,0,0
;36.08619689941406;-0.1345808058977127,0.3018863797187805,-0.9628602862358093,0.3217797875404358;0.009054537862539291,0.00007771714444970712,0.0036126128397881985,0.1968892216682434;-0.0019161078380420804,-0.0005709376418963075,0.28387436270713806,0.00019248828175477684;-0.13424113392829895,0,0,0
;36.07588195800781;-0.134571373462677,0.3007619380950928,-0.9616820216178894,0.3223004937171936;0.0091429203748703,0.00007779516454320401,0.004156707786023617,0.19687743484973907;-0.0019167427672073245,-0.0005712483543902636,0.28381308913230896,0.00019254871585872024;-0.13424734771251678,0,0,0
;36.06549072265625;-0.13456271588802338,0.2996436357498169,-0.9605041146278381,0.3228185474872589;0.00923161767423153,0.00007787373033352196,0.004692528396844864,0.19686535000801086;-0.0019173817709088326,-0.000571561511605978,0.28375139832496643,0.00019260769477114081;-0.1342536062002182,0,0,0
;36.055015563964844;-0.13455481827259064,0.2985314726829529,-0.9593260884284973,0.3233340084552765;0.00932062603533268,0.00007795324927428737,0.005219077225774527,0.1968533992767334;-0.0019180267117917538,-0.0005718773463740945,0.2836891710758209,0.00019266517483629286;-0.13425993919372559,0,0,0
;36.04446029663086;-0.13454757630825043,0.29742535948753357,-0.958149254322052,0.3238469660282135;0.00940996315330267,0.00007803320477250963,0.005737729836255312,0.19684134423732758;-0.00191867642570287,-0.0005721959751099348,0.2836264967918396,0.00019272124336566776;-0.13426627218723297,0,0,0
;36.03382110595703;-0.13454101979732513,0.2963252365589142,-0.9569730758666992,0.3243574798107147;0.00949961319565773,0.00007811392424628139,0.0062470040284097195,0.19682899117469788;-0.0019193316111341119,-0.0005725172813981771,0.2835632860660553,0.00019277591491118073;-0.13427266478538513,0,0,0
;36.02310562133789;-0.1345350742340088,0.2952312231063843,-0.9557969570159912,0.324865460395813;0.009589549154043198,0.000078195495007094,0.00674800481647253,0.19681666791439056;-0.0019199913367629051,-0.0005728411488234997,0.2834996283054352,0.00019282916036900133;-0.1342790573835373,0,0,0
;36.01231002807617;-0.1345297247171402,0.2941432297229767,-0.9546220302581787,0.3253709375858307;0.009679830633103848,0.00007827761874068528,0.007240474224090576,0.19680428504943848;-0.0019206564174965024,-0.0005731677520088851,0.28343552350997925,0.00019288108160253614;-0.13428547978401184,0,0,0
;36.001434326171875;-0.13452495634555817,0.29306119680404663,-0.9534478783607483,0.32587406039237976;0.00977039709687233,0.00007836039731046185,0.007724278140813112,0.19679176807403564;-0.0019213261548429728,-0.000573496799916029,0.28337088227272034,0.0001929316349560395;-0.13429194688796997,0,0,0
;35.990474700927734;-0.13452069461345673,0.29198509454727173,-0.9522746801376343,0.32637470960617065;0.009861277416348457,0.00007844394713174552,0.008200248703360558,0.1967792510986328;-0.0019220012472942472,-0.0005738286999985576,0.2833057641983032,0.00019298090774100274;-0.1342983990907669,0,0,0
;35.97944259643555;-0.13451692461967468,0.29091495275497437,-0.9511022567749023,0.32687291502952576;0.00995247345417738,0.00007852815178921446,0.008667995221912861,0.19676658511161804;-0.0019226811127737164,-0.0005741631030105054,0.2832402288913727,0.0001930288999574259;-0.13430483639240265,0,0,0
;35.96833801269531;-0.13451366126537323,0.28985074162483215,-0.9499306678771973,0.32736873626708984;0.010043973103165627,0.00007861302583478391,0.009128523990511894,0.19675375521183014;-0.0019233652856200933,-0.0005744998343288898,0.2831742465496063,0.00019307559705339372;-0.13431131839752197,0,0,0
;35.957149505615234;-0.1345108300447464,0.28879237174987793,-0.948760986328125,0.3278622329235077;0.010135776363313198,0.00007869867113186046,0.009579774923622608,0.19674097001552582;-0.001924055046401918,-0.0005748394760303199,0.2831077575683594,0.0001931210863403976;-0.1343177706003189,0,0,0
;35.945884704589844;-0.13450846076011658,0.28773996233940125,-0.9475919604301453,0.3283534049987793;0.010227871127426624,0.00007878496398916468,0.010023776441812515,0.19672797620296478;-0.001924749813042581,-0.0005751816206611693,0.2830408215522766,0.00019316533871460706;-0.13432426750659943,0,0,0
;35.93455123901367;-0.1345064491033554,0.28669336438179016,-0.9464238882064819,0.32884225249290466;0.010320276953279972,0.00007887174433562905,0.010460234247148037,0.1967148780822754;-0.0019254481885582209,-0.0005755259771831334,0.28297340869903564,0.0001932083978317678;-0.13433070480823517,0,0,0
